date,instrument_name,expiry_name,expiry_date,strike,type,volume,open_interest,rho,theta,vega,gamma,delta,bid_iv,ask_iv,mark_iv
2026-01-23T07:00:00.000000,BTC-25JAN26-89000-P,25JAN26,2026-01-25,89000.0,put,1.9,14.7,-1.84479,-173.1549,25.10475,0.0002,-0.36602,26.93,28.71,27.91
2026-01-23T07:00:00.000000,BTC-25JAN26-90000-C,25JAN26,2026-01-25,90000.0,call,8.4,45.4,2.04764,-170.36419,26.05678,0.00022,0.41805,25.01,26.73,26.46
2026-01-23T07:00:00.000000,BTC-25JAN26-90000-P,25JAN26,2026-01-25,90000.0,put,235.7,234.3,-2.94235,-170.35888,26.05597,0.00022,-0.582,24.04,27.48,26.46
2026-01-23T07:00:00.000000,BTC-25JAN26-91000-C,25JAN26,2026-01-25,91000.0,call,2.1,9.1,1.07051,-126.59698,19.6467,0.00017,0.21786,24.7,26.54,26.08
2026-01-23T07:00:00.000000,BTC-25JAN26-91000-P,25JAN26,2026-01-25,91000.0,put,0.5,0.5,-3.97458,-126.60196,19.64747,0.00017,-0.78213,22.03,33.17,26.08
2026-01-23T07:00:00.000000,BTC-25JAN26-92000-C,25JAN26,2026-01-25,92000.0,call,5.7,210.3,0.47735,-76.20857,11.45092,0.0001,0.09698,25.21,27.64,26.94
2026-01-23T07:00:00.000000,BTC-25JAN26-92000-P,25JAN26,2026-01-25,92000.0,put,0.2,0.3,-4.62326,-76.20857,11.45092,0.0001,-0.90302,0.0,36.25,26.94
2026-01-23T07:00:00.000000,BTC-25JAN26-93000-C,25JAN26,2026-01-25,93000.0,call,11.8,12.0,0.23175,-38.10055,6.55743,0.00005,0.04707,27.66,30.52,29.54
2026-01-23T07:00:00.000000,BTC-25JAN26-93000-P,25JAN26,2026-01-25,93000.0,put,0.3,0.3,-4.9243,-47.86401,6.55743,0.00005,-0.95293,0.0,44.56,29.54
2026-01-23T07:00:00.000000,BTC-25JAN26-94000-C,25JAN26,2026-01-25,94000.0,call,40.9,59.9,0.14985,-26.58214,4.59744,0.00003,0.03046,31.88,35.83,33.99
2026-01-23T07:00:00.000000,BTC-25JAN26-94000-P,25JAN26,2026-01-25,94000.0,put,0.3,0.6,-5.06164,-38.61608,4.59744,0.00003,-0.96954,0.0,48.33,33.99
2026-01-23T07:00:00.000000,BTC-25JAN26-96000-C,25JAN26,2026-01-25,96000.0,call,40.3,66.3,0.0829,-17.31766,2.79592,0.00001,0.01688,39.54,46.15,43.2
2026-01-23T07:00:00.000000,BTC-25JAN26-96000-P,25JAN26,2026-01-25,96000.0,put,0.0,0.0,-5.23948,-29.84625,2.79592,0.00001,-0.98312,0.0,65.14,43.2
2026-01-23T07:00:00.000000,BTC-25SEP26-100000-C,25SEP26,2026-09-25,100000.0,call,0.1,858.1,232.23182,-27.84419,302.1796,0.00001,0.4895,44.87,45.48,45.16
2026-01-23T07:00:00.000000,BTC-25SEP26-100000-P,25SEP26,2026-09-25,100000.0,put,0.2,280.3,-439.06488,-27.84423,302.18002,0.00001,-0.5105,44.78,45.54,45.16
2026-01-23T07:00:00.000000,BTC-25SEP26-105000-C,25SEP26,2026-09-25,105000.0,call,0.0,209.8,210.35487,-27.36915,298.40828,0.00001,0.43618,44.68,45.3,44.95
2026-01-23T07:00:00.000000,BTC-25SEP26-105000-P,25SEP26,2026-09-25,105000.0,put,0.2,98.5,-494.50671,-27.3692,298.40884,0.00001,-0.56382,44.41,45.34,44.95
2026-01-23T07:00:00.000000,BTC-25SEP26-110000-C,25SEP26,2026-09-25,110000.0,call,0.2,126.1,189.15379,-26.60609,290.08903,0.00001,0.38706,44.51,44.99,44.95
2026-01-23T07:00:00.000000,BTC-25SEP26-110000-P,25SEP26,2026-09-25,110000.0,put,0.1,80.0,-549.27353,-26.60609,290.08903,0.00001,-0.61294,44.36,45.32,44.95
2026-01-23T07:00:00.000000,BTC-25SEP26-115000-C,25SEP26,2026-09-25,115000.0,call,0.0,1153.3,168.90813,-25.48692,278.10831,0.00001,0.34152,44.43,44.93,44.91
2026-01-23T07:00:00.000000,BTC-25SEP26-115000-P,25SEP26,2026-09-25,115000.0,put,0.0,91.1,-603.08487,-25.48685,278.10755,0.00001,-0.65848,43.92,45.26,44.91
2026-01-23T07:00:00.000000,BTC-25SEP26-120000-C,25SEP26,2026-09-25,120000.0,call,0.0,287.0,149.95193,-24.13228,263.45164,0.00001,0.3,44.37,44.9,44.89
2026-01-23T07:00:00.000000,BTC-25SEP26-120000-P,25SEP26,2026-09-25,120000.0,put,0.0,170.8,-655.60515,-24.13228,263.45164,0.00001,-0.7,43.82,45.4,44.89
2026-01-23T07:00:00.000000,BTC-25SEP26-125000-C,25SEP26,2026-09-25,125000.0,call,0.0,1288.1,132.63664,-22.67109,247.21234,0.00001,0.26297,44.45,45.01,44.94
2026-01-23T07:00:00.000000,BTC-25SEP26-125000-P,25SEP26,2026-09-25,125000.0,put,0.0,16.9,-706.48603,-22.67101,247.21147,0.00001,-0.73703,42.09,47.17,44.94
2026-01-23T07:00:00.000000,BTC-25SEP26-130000-C,25SEP26,2026-09-25,130000.0,call,0.0,1037.7,116.71707,-21.07508,229.77954,0.00001,0.22947,44.56,45.16,44.95
2026-01-23T07:00:00.000000,BTC-25SEP26-130000-P,25SEP26,2026-09-25,130000.0,put,0.0,22.8,-755.97006,-21.075,229.77915,0.00001,-0.77053,42.19,47.44,44.95
2026-01-23T07:00:00.000000,BTC-25SEP26-135000-C,25SEP26,2026-09-25,135000.0,call,0.0,131.6,102.36833,-19.45103,211.972,0.00001,0.19975,44.59,45.25,44.97
2026-01-23T07:00:00.000000,BTC-25SEP26-135000-P,25SEP26,2026-09-25,135000.0,put,0.0,12.4,-803.88277,-19.45111,211.9729,0.00001,-0.80025,41.25,48.08,44.97
2026-01-23T07:00:00.000000,BTC-25SEP26-140000-C,25SEP26,2026-09-25,140000.0,call,0.0,1049.5,90.06302,-17.98063,195.12011,0.00001,0.17472,44.85,45.56,45.16
2026-01-23T07:00:00.000000,BTC-25SEP26-140000-P,25SEP26,2026-09-25,140000.0,put,0.0,1.1,-849.75357,-17.98063,195.12011,0.00001,-0.82528,40.87,48.57,45.16
2026-01-23T07:00:00.000000,BTC-25SEP26-145000-C,25SEP26,2026-09-25,145000.0,call,0.0,208.5,79.19538,-16.55753,178.88382,0.00001,0.15284,44.96,45.73,45.36
2026-01-23T07:00:00.000000,BTC-25SEP26-145000-P,25SEP26,2026-09-25,145000.0,put,0.0,0.2,-894.18609,-16.55753,178.88382,0.00001,-0.84716,40.48,49.18,45.36
2026-01-23T07:00:00.000000,BTC-25SEP26-150000-C,25SEP26,2026-09-25,150000.0,call,0.3,425.6,69.84959,-15.25889,163.86551,0.00001,0.13423,45.23,46.07,45.63
2026-01-23T07:00:00.000000,BTC-25SEP26-150000-P,25SEP26,2026-09-25,150000.0,put,0.0,0.7,-937.09722,-15.25882,163.86466,0.00001,-0.86578,40.16,50.0,45.63
2026-01-23T07:00:00.000000,BTC-25SEP26-155000-C,25SEP26,2026-09-25,155000.0,call,0.0,211.8,61.60074,-14.01896,149.70282,0.00001,0.11791,45.47,46.39,45.89
2026-01-23T07:00:00.000000,BTC-25SEP26-155000-P,25SEP26,2026-09-25,155000.0,put,0.0,1.2,-978.91091,-14.01888,149.70201,0.00001,-0.88209,39.69,50.58,45.89
2026-01-23T07:00:00.000000,BTC-25SEP26-160000-C,25SEP26,2026-09-25,160000.0,call,0.0,400.0,54.15388,-12.79749,136.10543,0.00001,0.10324,45.73,46.41,46.08
2026-01-23T07:00:00.000000,BTC-25SEP26-160000-P,25SEP26,2026-09-25,160000.0,put,0.0,0.3,-1019.92222,-12.79749,136.10543,0.00001,-0.89676,38.55,51.48,46.08
2026-01-23T07:00:00.000000,BTC-25SEP26-165000-C,25SEP26,2026-09-25,165000.0,call,0.0,60.3,48.18283,-11.81968,124.68811,0.0,0.09162,46.07,46.81,46.45
2026-01-23T07:00:00.000000,BTC-25SEP26-165000-P,25SEP26,2026-09-25,165000.0,put,0.0,0.0,-1059.45815,-11.81968,124.68811,0.0,-0.90838,37.7,52.5,46.45
2026-01-23T07:00:00.000000,BTC-25SEP26-170000-C,25SEP26,2026-09-25,170000.0,call,0.0,292.4,42.83519,-10.87935,113.96704,0.0,0.08124,46.58,47.38,46.78
2026-01-23T07:00:00.000000,BTC-25SEP26-170000-P,25SEP26,2026-09-25,170000.0,put,0.0,0.0,-1098.37099,-10.87929,113.96635,0.0,-0.91876,35.87,53.38,46.78
2026-01-23T07:00:00.000000,BTC-25SEP26-175000-C,25SEP26,2026-09-25,175000.0,call,0.0,1286.9,37.63633,-9.86032,103.01088,0.0,0.07114,46.89,47.33,46.91
2026-01-23T07:00:00.000000,BTC-25SEP26-175000-P,25SEP26,2026-09-25,175000.0,put,0.0,0.1,-1137.13441,-9.86032,103.01088,0.0,-0.92886,31.14,54.45,46.91
2026-01-23T07:00:00.000000,BTC-25SEP26-180000-C,25SEP26,2026-09-25,180000.0,call,0.0,605.9,33.89542,-9.17174,94.90047,0.0,0.06398,46.98,47.48,47.36
2026-01-23T07:00:00.000000,BTC-25SEP26-180000-P,25SEP26,2026-09-25,180000.0,put,0.0,2.2,-1174.44019,-9.17174,94.90047,0.0,-0.93602,0.0,55.41,47.36
2026-01-23T07:00:00.000000,BTC-25SEP26-190000-C,25SEP26,2026-09-25,190000.0,call,0.4,651.3,27.60118,-7.92376,80.57486,0.0,0.05196,47.61,48.76,48.19
2026-01-23T07:00:00.000000,BTC-25SEP26-190000-P,25SEP26,2026-09-25,190000.0,put,0.0,0.0,-1247.86419,-7.92376,80.57486,0.0,-0.94804,0.0,57.38,48.19
2026-01-23T07:00:00.000000,BTC-25SEP26-200000-C,25SEP26,2026-09-25,200000.0,call,0.5,914.6,21.84266,-6.59256,66.5351,0.0,0.04094,48.2,48.89,48.56
2026-01-23T07:00:00.000000,BTC-25SEP26-200000-P,25SEP26,2026-09-25,200000.0,put,0.0,0.2,-1320.75247,-6.59256,66.5351,0.0,-0.95906,0.0,59.78,48.56
2026-01-23T07:00:00.000000,BTC-25SEP26-220000-C,25SEP26,2026-09-25,220000.0,call,0.1,201.8,15.71278,-5.22117,50.70847,0.0,0.02941,50.09,50.46,50.46
2026-01-23T07:00:00.000000,BTC-25SEP26-220000-P,25SEP26,2026-09-25,220000.0,put,0.0,0.0,-1461.14186,-5.22117,50.70847,0.0,-0.97059,0.0,64.75,50.46
2026-01-23T07:00:00.000000,BTC-25SEP26-240000-C,25SEP26,2026-09-25,240000.0,call,0.0,141.4,11.80154,-4.25419,39.88438,0.0,0.02208,51.63,52.8,52.27
2026-01-23T07:00:00.000000,BTC-25SEP26-240000-P,25SEP26,2026-09-25,240000.0,put,0.0,0.0,-1599.31261,-4.25419,39.88438,0.0,-0.97792,0.0,69.53,52.27
2026-01-23T07:00:00.000000,BTC-25SEP26-260000-C,25SEP26,2026-09-25,260000.0,call,0.1,150.5,9.36059,-3.62318,32.78568,0.0,0.01752,53.73,54.85,54.16
2026-01-23T07:00:00.000000,BTC-25SEP26-260000-P,25SEP26,2026-09-25,260000.0,put,0.0,0.0,-1736.01308,-3.62318,32.78568,0.0,-0.98248,0.0,74.27,54.16
2026-01-23T07:00:00.000000,BTC-25SEP26-280000-C,25SEP26,2026-09-25,280000.0,call,0.5,161.8,7.42565,-3.05408,26.87766,0.0,0.0139,54.81,56.54,55.68
2026-01-23T07:00:00.000000,BTC-25SEP26-280000-P,25SEP26,2026-09-25,280000.0,put,0.0,0.0,-1872.20759,-3.05406,26.87746,0.0,-0.9861,0.0,79.05,55.68
2026-01-23T07:00:00.000000,BTC-25SEP26-30000-C,25SEP26,2026-09-25,30000.0,call,0.0,97.3,193.28766,-2.94518,21.27965,0.0,0.98938,65.3,69.73,67.82
2026-01-23T07:00:00.000000,BTC-25SEP26-30000-P,25SEP26,2026-09-25,30000.0,put,2.0,745.7,-8.10156,-2.94517,21.27957,0.0,-0.01062,66.32,69.36,67.82
2026-01-23T07:00:00.000000,BTC-25SEP26-300000-C,25SEP26,2026-09-25,300000.0,call,25.0,159.9,6.3737,-2.77293,23.59846,0.0,0.01196,56.79,58.36,57.58
2026-01-23T07:00:00.000000,BTC-25SEP26-300000-P,25SEP26,2026-09-25,300000.0,put,0.0,0.0,-2007.51905,-2.77291,23.59828,0.0,-0.98804,0.0,83.52,57.58
2026-01-23T07:00:00.000000,BTC-25SEP26-320000-C,25SEP26,2026-09-25,320000.0,call,44.9,253.6,5.39835,-2.46584,20.44367,0.0,0.01014,58.42,59.78,59.11
2026-01-23T07:00:00.000000,BTC-25SEP26-320000-P,25SEP26,2026-09-25,320000.0,put,0.0,0.0,-2142.75386,-2.46584,20.44367,0.0,-0.98986,0.0,88.11,59.11
2026-01-23T07:00:00.000000,BTC-25SEP26-40000-C,25SEP26,2026-09-25,40000.0,call,0.0,9.9,247.25614,-6.06993,48.34686,0.0,0.97223,60.63,63.44,61.53
2026-01-23T07:00:00.000000,BTC-25SEP26-40000-P,25SEP26,2026-09-25,40000.0,put,0.0,671.3,-21.26289,-6.06993,48.34686,0.0,-0.02777,60.58,62.5,61.53
2026-01-23T07:00:00.000000,BTC-25SEP26-50000-C,25SEP26,2026-09-25,50000.0,call,2.4,7.7,289.54591,-10.4085,90.00433,0.0,0.94022,55.82,57.36,56.67
2026-01-23T07:00:00.000000,BTC-25SEP26-50000-P,25SEP26,2026-09-25,50000.0,put,0.0,1413.0,-46.10287,-10.4085,90.00433,0.0,-0.05978,56.17,57.2,56.67
2026-01-23T07:00:00.000000,BTC-25SEP26-60000-C,25SEP26,2026-09-25,60000.0,call,0.0,26.9,316.49394,-15.34219,143.3379,0.0,0.88907,51.63,53.24,52.45
2026-01-23T07:00:00.000000,BTC-25SEP26-60000-P,25SEP26,2026-09-25,60000.0,put,0.1,814.4,-86.28425,-15.34216,143.33756,0.0,-0.11093,52.09,52.74,52.45
2026-01-23T07:00:00.000000,BTC-25SEP26-70000-C,25SEP26,2026-09-25,70000.0,call,0.0,28.0,322.42566,-20.52345,203.42139,0.00001,0.81328,48.79,49.93,49.44
2026-01-23T07:00:00.000000,BTC-25SEP26-70000-P,25SEP26,2026-09-25,70000.0,put,0.0,398.7,-147.4821,-20.52342,203.42108,0.00001,-0.18672,49.06,49.74,49.44
2026-01-23T07:00:00.000000,BTC-25SEP26-75000-C,25SEP26,2026-09-25,75000.0,call,0.0,87.9,316.80626,-22.93637,232.16871,0.00001,0.76623,47.64,48.84,48.41
2026-01-23T07:00:00.000000,BTC-25SEP26-75000-P,25SEP26,2026-09-25,75000.0,put,2.9,2543.1,-186.66692,-22.93637,232.16871,0.00001,-0.23377,48.25,48.65,48.41
2026-01-23T07:00:00.000000,BTC-25SEP26-80000-C,25SEP26,2026-09-25,80000.0,call,0.0,332.5,306.80269,-24.86366,257.30562,0.00001,0.71486,46.93,47.83,47.35
2026-01-23T07:00:00.000000,BTC-25SEP26-80000-P,25SEP26,2026-09-25,80000.0,put,1.4,602.5,-230.23536,-24.86366,257.30562,0.00001,-0.28514,47.1,47.64,47.35
2026-01-23T07:00:00.000000,BTC-25SEP26-85000-C,25SEP26,2026-09-25,85000.0,call,0.0,56.4,292.13522,-26.40669,277.70952,0.00001,0.65976,46.2,47.03,46.6
2026-01-23T07:00:00.000000,BTC-25SEP26-85000-P,25SEP26,2026-09-25,85000.0,put,1.0,310.8,-278.46848,-26.4067,277.70955,0.00001,-0.34024,46.33,46.83,46.6
2026-01-23T07:00:00.000000,BTC-25SEP26-90000-C,25SEP26,2026-09-25,90000.0,call,0.0,278.1,274.16015,-27.40669,292.20152,0.00001,0.60275,45.6,46.39,45.96
2026-01-23T07:00:00.000000,BTC-25SEP26-90000-P,25SEP26,2026-09-25,90000.0,put,0.5,563.5,-330.00766,-27.40669,292.20152,0.00001,-0.39725,45.54,46.34,45.96
2026-01-23T07:00:00.000000,BTC-25SEP26-95000-C,25SEP26,2026-09-25,95000.0,call,0.0,310.9,253.81592,-27.88911,300.31506,0.00001,0.54551,45.15,45.92,45.51
2026-01-23T07:00:00.000000,BTC-25SEP26-95000-P,25SEP26,2026-09-25,95000.0,put,0.1,203.3,-383.91677,-27.88911,300.31506,0.00001,-0.45449,45.23,45.84,45.51
2026-01-23T07:00:00.000000,BTC-26JAN26-82000-C,26JAN26,2026-01-26,82000.0,call,0.0,0.0,6.59466,-41.83824,4.96051,0.00001,0.97379,0.0,62.53,51.0
2026-01-23T07:00:00.000000,BTC-26JAN26-82000-P,26JAN26,2026-01-26,82000.0,put,55.6,55.4,-0.19811,-41.83824,4.96051,0.00001,-0.02621,49.67,53.18,51.0
2026-01-23T07:00:00.000000,BTC-26JAN26-84000-C,26JAN26,2026-01-26,84000.0,call,0.0,0.0,6.59756,-58.09935,8.11809,0.00003,0.95219,0.0,51.27,43.28
2026-01-23T07:00:00.000000,BTC-26JAN26-84000-P,26JAN26,2026-01-26,84000.0,put,14.4,14.0,-0.36089,-58.09935,8.11809,0.00003,-0.04781,42.22,44.42,43.28
2026-01-23T07:00:00.000000,BTC-26JAN26-86000-C,26JAN26,2026-01-26,86000.0,call,0.0,0.0,6.33892,-89.1245,14.73915,0.00006,0.89592,0.0,41.19,36.57
2026-01-23T07:00:00.000000,BTC-26JAN26-86000-P,26JAN26,2026-01-26,86000.0,put,8.0,8.0,-0.78521,-89.1245,14.73915,0.00006,-0.10408,36.1,37.3,36.57
2026-01-23T07:00:00.000000,BTC-26JAN26-87000-C,26JAN26,2026-01-26,87000.0,call,0.0,0.0,5.97926,-112.10966,20.06407,0.00009,0.83733,28.88,37.96,33.79
2026-01-23T07:00:00.000000,BTC-26JAN26-87000-P,26JAN26,2026-01-26,87000.0,put,271.3,270.7,-1.22773,-112.11154,20.06441,0.00009,-0.16268,32.97,34.75,33.79
2026-01-23T07:00:00.000000,BTC-26JAN26-88000-C,26JAN26,2026-01-26,88000.0,call,5.3,5.2,5.35384,-136.65723,26.26291,0.00013,0.74373,27.4,34.3,31.47
2026-01-23T07:00:00.000000,BTC-26JAN26-88000-P,26JAN26,2026-01-26,88000.0,put,5.5,4.8,-1.9359,-136.65523,26.26253,0.00013,-0.25626,30.86,31.88,31.47
2026-01-23T07:00:00.000000,BTC-26JAN26-89000-C,26JAN26,2026-01-26,89000.0,call,2.8,2.8,4.41061,-152.94899,31.33107,0.00016,0.6086,27.93,30.79,29.52
2026-01-23T07:00:00.000000,BTC-26JAN26-89000-P,26JAN26,2026-01-26,89000.0,put,26.6,25.7,-2.9619,-152.94728,31.33072,0.00016,-0.39139,27.99,30.85,29.52
2026-01-23T07:00:00.000000,BTC-26JAN26-90000-C,26JAN26,2026-01-26,90000.0,call,11.1,10.9,3.21509,-150.5098,32.19241,0.00017,0.44137,27.29,28.69,28.27
2026-01-23T07:00:00.000000,BTC-26JAN26-90000-P,26JAN26,2026-01-26,90000.0,put,2.7,2.4,-4.24052,-150.50857,32.19215,0.00017,-0.55865,26.92,29.7,28.27
2026-01-23T07:00:00.000000,BTC-26JAN26-91000-C,26JAN26,2026-01-26,91000.0,call,115.8,112.8,2.03797,-126.12297,27.40313,0.00015,0.27879,26.81,27.79,27.83
2026-01-23T07:00:00.000000,BTC-26JAN26-91000-P,26JAN26,2026-01-26,91000.0,put,0.0,0.0,-5.50042,-126.12093,27.40269,0.00015,-0.72122,25.83,30.71,27.83
2026-01-23T07:00:00.000000,BTC-26JAN26-92000-C,26JAN26,2026-01-26,92000.0,call,76.6,75.6,1.14312,-90.45455,19.52281,0.0001,0.15602,26.81,28.67,28.02
2026-01-23T07:00:00.000000,BTC-26JAN26-92000-P,26JAN26,2026-01-26,92000.0,put,0.7,0.7,-6.47804,-90.45455,19.52281,0.0001,-0.84398,22.83,32.27,28.02
2026-01-23T07:00:00.000000,BTC-26JAN26-93000-C,26JAN26,2026-01-26,93000.0,call,9.4,9.1,0.60901,-59.82043,12.47073,0.00006,0.08301,27.57,29.78,29.01
2026-01-23T07:00:00.000000,BTC-26JAN26-93000-P,26JAN26,2026-01-26,93000.0,put,0.0,0.0,-7.09498,-59.82043,12.47073,0.00006,-0.91699,0.0,37.11,29.01
2026-01-23T07:00:00.000000,BTC-26JAN26-94000-C,26JAN26,2026-01-26,94000.0,call,53.1,31.4,0.3386,-40.19849,7.88855,0.00004,0.04613,29.24,31.6,30.82
2026-01-23T07:00:00.000000,BTC-26JAN26-94000-P,26JAN26,2026-01-26,94000.0,put,0.0,0.0,-7.44823,-40.19849,7.88855,0.00004,-0.95387,0.0,40.42,30.82
2026-01-23T07:00:00.000000,BTC-26JAN26-96000-C,26JAN26,2026-01-26,96000.0,call,85.9,85.9,0.20184,-33.13113,5.17178,0.00002,0.02755,37.69,39.49,38.97
2026-01-23T07:00:00.000000,BTC-26JAN26-96000-P,26JAN26,2026-01-26,96000.0,put,0.0,0.0,-7.75067,-33.33165,5.17178,0.00002,-0.97245,0.0,54.32,38.97
2026-01-23T07:00:00.000000,BTC-26JUN26-100000-C,26JUN26,2026-06-26,100000.0,call,5.0,562.2,134.91421,-31.9735,232.21811,0.00002,0.42349,42.11,42.7,42.41
2026-01-23T07:00:00.000000,BTC-26JUN26-100000-P,26JUN26,2026-06-26,100000.0,put,0.0,487.5,-287.06828,-31.9735,232.21811,0.00002,-0.57651,41.95,42.93,42.41
2026-01-23T07:00:00.000000,BTC-26JUN26-105000-C,26JUN26,2026-06-26,105000.0,call,9.2,714.8,114.88098,-30.41867,220.92593,0.00001,0.35567,42.02,42.43,42.41
2026-01-23T07:00:00.000000,BTC-26JUN26-105000-P,26JUN26,2026-06-26,105000.0,put,0.0,269.5,-328.20098,-30.41862,220.92559,0.00001,-0.64433,41.74,42.77,42.41
2026-01-23T07:00:00.000000,BTC-26JUN26-110000-C,26JUN26,2026-06-26,110000.0,call,25.2,510.7,96.33476,-28.12834,204.51096,0.00001,0.29468,41.87,42.32,42.37
2026-01-23T07:00:00.000000,BTC-26JUN26-110000-P,26JUN26,2026-06-26,110000.0,put,0.0,725.8,-367.84631,-28.12828,204.51057,0.00001,-0.70532,41.22,43.01,42.37
2026-01-23T07:00:00.000000,BTC-26JUN26-115000-C,26JUN26,2026-06-26,115000.0,call,8.0,1133.4,79.8439,-25.47684,185.09935,0.00001,0.24178,41.89,42.39,42.4
2026-01-23T07:00:00.000000,BTC-26JUN26-115000-P,26JUN26,2026-06-26,115000.0,put,0.0,325.9,-405.43597,-25.47684,185.09935,0.00001,-0.75822,40.01,44.95,42.4
2026-01-23T07:00:00.000000,BTC-26JUN26-120000-C,26JUN26,2026-06-26,120000.0,call,409.0,1758.4,65.44783,-22.62099,164.24164,0.00001,0.19646,42.11,42.67,42.43
2026-01-23T07:00:00.000000,BTC-26JUN26-120000-P,26JUN26,2026-06-26,120000.0,put,400.0,592.1,-440.93117,-22.62099,164.24164,0.00001,-0.80354,39.82,45.62,42.43
2026-01-23T07:00:00.000000,BTC-26JUN26-125000-C,26JUN26,2026-06-26,125000.0,call,10.8,830.5,53.64453,-19.99272,144.26746,0.00001,0.15996,42.56,42.87,42.69
2026-01-23T07:00:00.000000,BTC-26JUN26-125000-P,26JUN26,2026-06-26,125000.0,put,0.0,73.2,-473.83359,-19.99272,144.26746,0.00001,-0.84004,40.07,46.61,42.69
2026-01-23T07:00:00.000000,BTC-26JUN26-130000-C,26JUN26,2026-06-26,130000.0,call,1.5,1345.2,44.31179,-17.73645,126.46487,0.00001,0.13152,42.84,43.21,43.2
2026-01-23T07:00:00.000000,BTC-26JUN26-130000-P,26JUN26,2026-06-26,130000.0,put,0.0,22.7,-504.26546,-17.73645,126.46487,0.00001,-0.86848,39.71,47.87,43.2
2026-01-23T07:00:00.000000,BTC-26JUN26-135000-C,26JUN26,2026-06-26,135000.0,call,93.7,788.2,36.64953,-15.65768,110.30773,0.00001,0.10835,43.55,43.96,43.73
2026-01-23T07:00:00.000000,BTC-26JUN26-135000-P,26JUN26,2026-06-26,135000.0,put,0.0,12.9,-533.02684,-15.65768,110.30773,0.00001,-0.89165,39.1,48.95,43.73
2026-01-23T07:00:00.000000,BTC-26JUN26-140000-C,26JUN26,2026-06-26,140000.0,call,7.9,586.1,30.12429,-13.64488,95.27421,0.00001,0.08871,43.62,44.1,44.12
2026-01-23T07:00:00.000000,BTC-26JUN26-140000-P,26JUN26,2026-06-26,140000.0,put,0.0,23.1,-560.65106,-13.64493,95.27457,0.00001,-0.91129,36.97,47.99,44.12
2026-01-23T07:00:00.000000,BTC-26JUN26-145000-C,26JUN26,2026-06-26,145000.0,call,0.0,332.2,24.54817,-11.72048,81.36618,0.00001,0.072,44.06,44.62,44.37
2026-01-23T07:00:00.000000,BTC-26JUN26-145000-P,26JUN26,2026-06-26,145000.0,put,0.0,5.1,-587.32645,-11.72048,81.36618,0.00001,-0.928,38.87,52.12,44.37
2026-01-23T07:00:00.000000,BTC-26JUN26-150000-C,26JUN26,2026-06-26,150000.0,call,0.1,1058.2,20.87275,-10.5148,71.69192,0.0,0.06114,44.58,45.23,45.18
2026-01-23T07:00:00.000000,BTC-26JUN26-150000-P,26JUN26,2026-06-26,150000.0,put,0.0,1.2,-612.101,-10.5148,71.69192,0.0,-0.93886,32.72,53.7,45.18
2026-01-23T07:00:00.000000,BTC-26JUN26-155000-C,26JUN26,2026-06-26,155000.0,call,0.0,134.1,17.02697,-8.97103,60.8753,0.0,0.04971,44.61,46.12,45.4
2026-01-23T07:00:00.000000,BTC-26JUN26-155000-P,26JUN26,2026-06-26,155000.0,put,0.0,1.8,-637.0459,-8.97103,60.8753,0.0,-0.95029,35.55,54.6,45.4
2026-01-23T07:00:00.000000,BTC-26JUN26-160000-C,26JUN26,2026-06-26,160000.0,call,0.1,609.3,14.73917,-8.1396,54.19577,0.0,0.04301,45.84,46.52,46.27
2026-01-23T07:00:00.000000,BTC-26JUN26-160000-P,26JUN26,2026-06-26,160000.0,put,0.1,3.3,-660.4329,-8.13957,54.19554,0.0,-0.95699,0.0,57.6,46.27
2026-01-23T07:00:00.000000,BTC-26JUN26-165000-C,26JUN26,2026-06-26,165000.0,call,0.0,108.3,12.67214,-7.30339,47.8975,0.0,0.03694,46.49,47.26,46.97
2026-01-23T07:00:00.000000,BTC-26JUN26-165000-P,26JUN26,2026-06-26,165000.0,put,0.0,0.5,-683.59898,-7.30339,47.8975,0.0,-0.96306,0.0,59.12,46.97
2026-01-23T07:00:00.000000,BTC-26JUN26-170000-C,26JUN26,2026-06-26,170000.0,call,0.0,700.3,10.87052,-6.51661,42.18822,0.0,0.03166,47.05,47.92,47.58
2026-01-23T07:00:00.000000,BTC-26JUN26-170000-P,26JUN26,2026-06-26,170000.0,put,0.0,0.8,-706.49978,-6.51658,42.18802,0.0,-0.96834,0.0,61.48,47.58
2026-01-23T07:00:00.000000,BTC-26JUN26-180000-C,26JUN26,2026-06-26,180000.0,call,0.0,1171.2,8.29966,-5.35292,33.66663,0.0,0.02415,48.41,49.5,48.98
2026-01-23T07:00:00.000000,BTC-26JUN26-180000-P,26JUN26,2026-06-26,180000.0,put,0.0,36.2,-751.26883,-5.35292,33.66663,0.0,-0.97585,0.0,64.96,48.98
2026-01-23T07:00:00.000000,BTC-26JUN26-190000-C,26JUN26,2026-06-26,190000.0,call,0.0,510.8,6.49519,-4.47152,27.35436,0.0,0.01889,49.91,50.59,50.36
2026-01-23T07:00:00.000000,BTC-26JUN26-190000-P,26JUN26,2026-06-26,190000.0,put,5.1,5.5,-795.27156,-4.47152,27.35436,0.0,-0.98111,0.0,67.56,50.36
2026-01-23T07:00:00.000000,BTC-26JUN26-20000-C,26JUN26,2026-06-26,20000.0,call,0.0,9.0,84.01229,-0.45643,1.72791,0.0,0.99915,0.0,94.12,81.37
