instrument_name,expiry_name,expiry_date,strike,type,volume,open_interest,rho,theta,vega,gamma,delta,bid_iv,ask_iv,mark_iv
BTC-29MAY26-95000-C,29MAY26,2026-05-29,95000.0,call,26.9,287.2,20.83512,-22.62923,77.09702,0.00001,0.14153,49.05,49.98,49.61
BTC-29MAY26-94000-P,29MAY26,2026-05-29,94000.0,put,0.0,0.0,-195.37823,-23.65663,80.67453,0.00001,-0.84858,46.49,53.1,49.56
BTC-29MAY26-94000-C,29MAY26,2026-05-29,94000.0,call,500.9,501.1,22.25251,-23.65663,80.67453,0.00001,0.15142,48.74,49.63,49.56
BTC-29MAY26-90000-C,29MAY26,2026-05-29,90000.0,call,1.2,51.6,28.59718,-27.67802,95.08946,0.00002,0.19598,48.34,49.1,49.19
BTC-29MAY26-86000-C,29MAY26,2026-05-29,86000.0,call,2.6,66.3,36.54259,-31.93126,109.90971,0.00002,0.25279,48.5,49.15,49.1
BTC-29MAY26-84000-C,29MAY26,2026-05-29,84000.0,call,4.8,123.7,40.90701,-33.70516,116.59676,0.00002,0.28429,48.53,48.83,48.86
BTC-29MAY26-83000-P,29MAY26,2026-05-29,83000.0,put,0.0,0.0,-148.87284,-34.63566,119.86005,0.00002,-0.69829,47.92,50.6,48.84
BTC-29MAY26-81000-P,29MAY26,2026-05-29,81000.0,put,0.1,0.1,-139.12364,-36.53553,125.95078,0.00002,-0.66027,48.1,50.65,49.03
BTC-29MAY26-74000-P,29MAY26,2026-05-29,74000.0,put,10.3,15.1,-103.59425,-40.54092,137.1322,0.00002,-0.50998,49.62,50.4,49.97
BTC-29MAY26-74000-C,29MAY26,2026-05-29,74000.0,call,6.1,19.0,67.73208,-40.54092,137.1322,0.00002,0.49002,49.63,50.15,49.97
BTC-29MAY26-73000-P,29MAY26,2026-05-29,73000.0,put,3.6,62.2,-98.49312,-40.69167,137.10311,0.00002,-0.48708,49.78,50.56,50.16
BTC-29MAY26-72000-C,29MAY26,2026-05-29,72000.0,call,1.2,77.2,73.26305,-40.73703,136.6175,0.00002,0.53596,50.06,50.58,50.4
BTC-29MAY26-69000-C,29MAY26,2026-05-29,69000.0,call,0.5,437.0,81.08344,-40.13447,132.42723,0.00002,0.60466,50.64,51.45,51.22
BTC-29MAY26-65000-P,29MAY26,2026-05-29,65000.0,put,1.0,57.7,-60.44101,-37.5514,120.9601,0.00002,-0.30798,52.27,52.86,52.47
BTC-29MAY26-64000-C,29MAY26,2026-05-29,64000.0,call,0.0,0.0,91.87788,-36.71648,117.24627,0.00002,0.71237,51.68,53.81,52.93
BTC-29MAY26-63000-P,29MAY26,2026-05-29,63000.0,put,1.3,28.9,-52.27668,-35.7337,113.23408,0.00002,-0.26784,52.94,53.57,53.34
BTC-29MAY26-63000-C,29MAY26,2026-05-29,63000.0,call,0.0,0.4,93.57977,-35.73428,113.23593,0.00002,0.73214,52.06,54.27,53.34
BTC-29MAY26-62000-C,29MAY26,2026-05-29,62000.0,call,0.0,0.0,95.09003,-34.70013,109.00543,0.00002,0.75112,52.24,54.86,53.8
BTC-29MAY26-60000-C,29MAY26,2026-05-29,60000.0,call,0.0,0.8,97.5451,-32.45314,100.04368,0.00002,0.78656,53.04,56.26,54.83
BTC-29MAY26-58000-C,29MAY26,2026-05-29,58000.0,call,0.0,9.5,99.34523,-29.90709,90.55504,0.00001,0.81895,53.83,57.39,55.82
BTC-29MAY26-56000-P,29MAY26,2026-05-29,56000.0,put,0.4,33.0,-29.51931,-27.57926,81.35494,0.00001,-0.15335,56.79,57.67,57.29
BTC-29MAY26-52000-C,29MAY26,2026-05-29,52000.0,call,0.0,0.0,99.8069,-22.67907,63.54934,0.00001,0.89261,57.59,62.13,60.32
BTC-29MAY26-50000-P,29MAY26,2026-05-29,50000.0,put,17.7,92.0,-17.04682,-20.32077,55.40677,0.00001,-0.08907,61.38,62.03,61.99
BTC-29MAY26-45000-P,29MAY26,2026-05-29,45000.0,put,11.0,96.8,-10.70503,-15.43602,38.75837,0.0,-0.05593,66.8,67.72,67.31
BTC-29MAY26-105000-C,29MAY26,2026-05-29,105000.0,call,12.4,416.2,11.34344,-15.00999,49.30501,0.00001,0.07628,51.13,51.86,51.45
BTC-29MAY26-100000-P,29MAY26,2026-05-29,100000.0,put,0.0,0.0,-216.44655,-18.12725,61.09283,0.00001,-0.8983,45.73,55.03,50.15
BTC-27MAR26-98000-C,27MAR26,2026-03-27,98000.0,call,104.9,957.3,0.92433,-14.15119,9.52593,0.00001,0.02334,63.23,64.71,63.89
BTC-27MAR26-95000-C,27MAR26,2026-03-27,95000.0,call,64.6,4800.6,1.17319,-16.42807,11.61745,0.00001,0.0296,60.78,61.39,60.82
BTC-27MAR26-94000-C,27MAR26,2026-03-27,94000.0,call,1.7,1411.6,1.30351,-17.70096,12.67628,0.00001,0.03289,59.56,61.21,60.06
BTC-27MAR26-92000-C,27MAR26,2026-03-27,92000.0,call,14.0,1141.3,1.5817,-20.08498,14.84904,0.00001,0.03991,57.87,59.28,58.18
BTC-27MAR26-82000-P,27MAR26,2026-03-27,82000.0,put,0.8,594.0,-42.47006,-49.33973,40.03913,0.00003,-0.8512,47.78,56.83,53.0
BTC-27MAR26-76000-P,27MAR26,2026-03-27,76000.0,put,4.1,85.0,-32.1888,-76.71095,62.22346,0.00004,-0.6739,50.48,53.92,53.03
BTC-27MAR26-70000-C,27MAR26,2026-03-27,70000.0,call,19.0,2280.1,21.50275,-86.14928,67.68834,0.00004,0.57395,54.39,55.44,54.74
BTC-27MAR26-68000-P,27MAR26,2026-03-27,68000.0,put,32.5,1515.9,-15.88748,-82.89484,63.62191,0.00004,-0.34519,55.56,56.68,56.04
BTC-27MAR26-66000-P,27MAR26,2026-03-27,66000.0,put,41.7,1385.3,-12.48524,-76.86449,57.3703,0.00003,-0.27272,57.37,57.99,57.63
BTC-27MAR26-65000-P,27MAR26,2026-03-27,65000.0,put,21.5,2855.9,-10.98126,-73.08915,53.72001,0.00003,-0.24041,57.68,59.0,58.52
BTC-27MAR26-58000-P,27MAR26,2026-03-27,58000.0,put,14.3,886.8,-4.11054,-43.92669,28.20992,0.00001,-0.09075,66.12,67.39,66.97
BTC-27MAR26-57000-C,27MAR26,2026-03-27,57000.0,call,0.0,5.3,30.02486,-40.34126,25.32759,0.00001,0.92139,62.66,73.98,68.51
BTC-27MAR26-56000-P,27MAR26,2026-03-27,56000.0,put,48.0,536.6,-3.11654,-37.44281,22.87761,0.00001,-0.06881,68.63,71.75,70.39
BTC-27MAR26-56000-C,27MAR26,2026-03-27,56000.0,call,0.0,11.2,29.87829,-37.44281,22.87761,0.00001,0.93119,66.41,76.94,70.39
BTC-27MAR26-53000-P,27MAR26,2026-03-27,53000.0,put,38.9,137.0,-2.04352,-28.83097,16.39751,0.00001,-0.04511,74.96,76.27,75.62
BTC-27MAR26-52000-P,27MAR26,2026-03-27,52000.0,put,18.2,326.2,-1.77681,-26.36408,14.63994,0.00001,-0.03922,77.05,78.02,77.46
BTC-27MAR26-52000-C,27MAR26,2026-03-27,52000.0,call,0.0,0.0,28.86124,-26.36408,14.63994,0.00001,0.96078,71.61,83.68,77.46
BTC-27MAR26-51000-C,27MAR26,2026-03-27,51000.0,call,0.0,2.0,28.49888,-24.15774,13.0882,0.00001,0.9658,46.77,87.66,79.39
BTC-27MAR26-340000-C,27MAR26,2026-03-27,340000.0,call,0.0,925.0,0.00003,-0.00179,0.00059,0.0,0.0,0.0,191.75,129.27
BTC-27MAR26-320000-P,27MAR26,2026-03-27,320000.0,put,0.0,344.3,-188.54179,-0.00446,0.00148,0.0,-1.0,0.0,308.11,129.27
BTC-27MAR26-240000-C,27MAR26,2026-03-27,240000.0,call,0.0,156.4,0.00389,-0.20503,0.06822,0.0,0.0001,0.0,153.7,129.26
BTC-27MAR26-210000-C,27MAR26,2026-03-27,210000.0,call,0.0,342.7,0.01912,-0.91193,0.30345,0.0,0.00049,0.0,138.72,129.26
BTC-27MAR26-200000-P,27MAR26,2026-03-27,200000.0,put,0.0,7.4,-117.80858,-1.37804,0.46193,0.0,-0.99922,0.0,408.0,128.31
BTC-27MAR26-180000-P,27MAR26,2026-03-27,180000.0,put,0.0,0.4,-106.00643,-2.00037,0.71298,0.0,-0.99875,0.0,372.02,120.67
BTC-27MAR26-160000-P,27MAR26,2026-03-27,160000.0,put,0.2,61.7,-94.19536,-2.74318,1.06722,0.0,-0.99806,0.0,171.26,110.56
BTC-27MAR26-155000-P,27MAR26,2026-03-27,155000.0,put,0.0,1.2,-91.24688,-2.72206,1.09699,0.0,-0.998,0.0,322.69,106.73
BTC-27MAR26-135000-P,27MAR26,2026-03-27,135000.0,put,0.3,43.0,-79.37863,-4.7177,2.11764,0.0,-0.99584,0.0,138.27,95.82
BTC-27MAR26-102000-C,27MAR26,2026-03-27,102000.0,call,19.3,704.0,0.69091,-11.74173,7.45071,0.0,0.01747,67.93,68.85,67.78
BTC-27MAR26-100000-P,27MAR26,2026-03-27,100000.0,put,0.0,1430.5,-58.14532,-12.48931,8.19944,0.0,-0.98045,0.0,85.05,65.51
BTC-27MAR26-100000-C,27MAR26,2026-03-27,100000.0,call,135.3,4737.4,0.77401,-12.48931,8.19944,0.0,0.01955,65.68,66.51,65.51
BTC-26JUN26-90000-P,26JUN26,2026-06-26,90000.0,put,0.0,2021.3,-232.07394,-26.65791,123.26741,0.00002,-0.76124,45.09,50.96,48.66
BTC-26JUN26-86000-P,26JUN26,2026-06-26,86000.0,put,0.0,0.0,-209.83526,-29.63923,136.9919,0.00002,-0.70597,46.83,49.72,48.68
BTC-26JUN26-84000-C,26JUN26,2026-06-26,84000.0,call,3.4,176.4,60.71776,-31.02514,143.14619,0.00002,0.32516,48.2,48.71,48.77
BTC-26JUN26-82000-C,26JUN26,2026-06-26,82000.0,call,4.4,198.3,66.43396,-32.22675,148.49558,0.00002,0.35812,48.26,48.74,48.83
BTC-26JUN26-74000-P,26JUN26,2026-06-26,74000.0,put,6.6,73.9,-137.10653,-34.88455,158.60987,0.00002,-0.49259,49.06,49.74,49.49
BTC-26JUN26-74000-C,26JUN26,2026-06-26,74000.0,call,20.0,210.5,90.98693,-34.88455,158.60987,0.00002,0.50741,49.14,49.82,49.49
BTC-26JUN26-72000-C,26JUN26,2026-06-26,72000.0,call,2.6,425.2,97.09382,-34.88898,157.51047,0.00002,0.54752,49.51,50.2,49.84
BTC-26JUN26-68000-P,26JUN26,2026-06-26,68000.0,put,26.4,1042.6,-101.18598,-33.95228,150.47131,0.00002,-0.37255,50.4,51.11,50.77
BTC-26JUN26-64000-C,26JUN26,2026-06-26,64000.0,call,0.0,16.2,117.77151,-31.77703,137.54085,0.00002,0.70341,51.23,52.8,51.99
BTC-26JUN26-40000-P,26JUN26,2026-06-26,40000.0,put,28.7,2150.1,-11.4259,-11.33209,36.85377,0.0,-0.04376,68.21,69.2,69.19
BTC-26JUN26-360000-P,26JUN26,2026-06-26,360000.0,put,0.0,0.0,-1109.36947,-0.73789,1.8463,0.0,-0.99858,0.0,273.74,89.93
BTC-26JUN26-360000-C,26JUN26,2026-06-26,360000.0,call,0.0,124.1,0.27437,-0.73789,1.84629,0.0,0.00142,86.18,93.74,89.93
BTC-26JUN26-320000-P,26JUN26,2026-06-26,320000.0,put,0.0,0.0,-986.01505,-0.8361,2.20564,0.0,-0.99827,0.0,253.32,85.3
BTC-26JUN26-300000-P,26JUN26,2026-06-26,300000.0,put,0.0,0.0,-924.31536,-0.92751,2.5152,0.0,-0.99801,0.0,242.47,82.98
BTC-26JUN26-240000-C,26JUN26,2026-06-26,240000.0,call,0.0,537.9,0.77631,-1.58447,4.68946,0.0,0.00398,73.11,77.92,76.03
BTC-26JUN26-230000-C,26JUN26,2026-06-26,230000.0,call,0.0,771.2,0.94559,-1.87033,5.59749,0.0,0.00485,72.74,76.74,75.18
BTC-26JUN26-220000-P,26JUN26,2026-06-26,220000.0,put,0.0,0.2,-677.05111,-2.02976,6.21289,0.0,-0.99455,0.0,193.55,73.51
BTC-26JUN26-210000-P,26JUN26,2026-06-26,210000.0,put,0.0,0.0,-646.13361,-2.11965,6.68302,0.0,-0.99408,0.0,186.58,71.37
BTC-26JUN26-170000-P,26JUN26,2026-06-26,170000.0,put,0.0,1.9,-521.48466,-3.77513,13.15345,0.0,-0.98718,0.0,156.16,64.58
BTC-26JUN26-160000-C,26JUN26,2026-06-26,160000.0,call,0.5,1139.5,3.17708,-4.47392,16.08525,0.0,0.0162,62.1,62.99,62.58
BTC-26JUN26-145000-P,26JUN26,2026-06-26,145000.0,put,0.0,5.1,-442.47466,-5.59402,21.43809,0.0,-0.97729,0.0,134.45,58.71
BTC-26JUN26-115000-C,26JUN26,2026-06-26,115000.0,call,1.1,1671.7,12.89623,-11.6922,50.92506,0.00001,0.06584,51.05,51.76,51.66
BTC-25SEP26-95000-C,25SEP26,2026-09-25,95000.0,call,0.0,369.8,93.62439,-22.13925,184.01691,0.00001,0.28701,48.41,49.0,48.97
BTC-25SEP26-84000-C,25SEP26,2026-09-25,84000.0,call,0.0,61.9,130.06736,-25.48551,210.29872,0.00001,0.41242,48.99,49.51,49.32
BTC-25SEP26-80000-P,25SEP26,2026-09-25,80000.0,put,0.0,618.6,-301.55681,-26.13086,214.70365,0.00001,-0.53461,48.87,50.05,49.54
BTC-25SEP26-72000-C,25SEP26,2026-09-25,72000.0,call,0.0,58.7,172.68747,-26.22575,211.18512,0.00001,0.57984,50.12,50.81,50.54
BTC-25SEP26-70000-P,25SEP26,2026-09-25,70000.0,put,50.0,659.0,-211.10875,-25.89065,207.42368,0.00001,-0.39104,50.52,51.21,50.8
BTC-25SEP26-65000-P,25SEP26,2026-09-25,65000.0,put,5.4,326.7,-168.91091,-24.4691,192.92636,0.00001,-0.31897,51.33,51.89,51.62
BTC-25SEP26-64000-C,25SEP26,2026-09-25,64000.0,call,0.1,35.8,195.84974,-24.11985,189.21628,0.00001,0.69504,51.5,52.26,51.88
BTC-25SEP26-60000-P,25SEP26,2026-09-25,60000.0,put,38.4,1810.3,-130.76518,-22.33128,172.0055,0.00001,-0.25093,52.53,53.16,52.84
BTC-25SEP26-58000-P,25SEP26,2026-09-25,58000.0,put,2.0,441.3,-116.88583,-21.29879,162.24764,0.00001,-0.22556,53.12,53.78,53.43
BTC-25SEP26-40000-P,25SEP26,2026-09-25,40000.0,put,80.6,1293.5,-34.74856,-11.14896,71.41605,0.0,-0.0686,62.99,64.0,63.54
BTC-25SEP26-35000-C,25SEP26,2026-09-25,35000.0,call,0.0,5.5,171.88775,-8.67647,52.02286,0.0,0.95411,66.49,69.93,67.88
BTC-25SEP26-320000-C,25SEP26,2026-09-25,320000.0,call,0.0,304.9,2.30695,-1.81652,10.18094,0.0,0.00674,71.72,73.82,72.62
BTC-25SEP26-280000-P,25SEP26,2026-09-25,280000.0,put,0.0,0.0,-1558.06491,-2.21646,13.06789,0.0,-0.99105,0.0,172.72,69.03
BTC-25SEP26-220000-P,25SEP26,2026-09-25,220000.0,put,0.0,1.8,-1221.23334,-3.23577,21.11754,0.0,-0.98444,0.0,145.22,62.36
BTC-25SEP26-220000-C,25SEP26,2026-09-25,220000.0,call,0.0,272.1,5.37549,-3.23577,21.11754,0.0,0.01556,62.23,62.91,62.36
BTC-25SEP26-190000-C,25SEP26,2026-09-25,190000.0,call,0.3,773.8,7.92309,-4.203,29.30894,0.0,0.02288,58.27,58.76,58.37
BTC-25SEP26-180000-C,25SEP26,2026-09-25,180000.0,call,0.0,724.7,9.36151,-4.72572,33.70903,0.0,0.02704,57.0,57.43,57.06
BTC-25SEP26-165000-C,25SEP26,2026-09-25,165000.0,call,0.0,100.8,12.55789,-5.83172,43.01953,0.0,0.03631,54.87,55.7,55.17
BTC-25SEP26-160000-P,25SEP26,2026-09-25,160000.0,put,0.0,0.6,-878.21562,-6.23751,46.64135,0.0,-0.95991,0.0,112.94,54.43
BTC-25SEP26-130000-P,25SEP26,2026-09-25,130000.0,put,0.0,22.3,-695.24275,-10.55619,85.0028,0.00001,-0.91373,45.92,54.93,50.55
BTC-25SEP26-105000-P,25SEP26,2026-09-25,105000.0,put,0.0,104.3,-517.90569,-18.41135,152.49826,0.00001,-0.79721,47.09,50.9,49.14
BTC-25SEP26-100000-C,25SEP26,2026-09-25,100000.0,call,1.2,1354.5,79.6335,-20.27871,168.46397,0.00001,0.24138,48.36,49.01,48.99
BTC-25DEC26-95000-C,25DEC26,2026-12-25,95000.0,call,0.8,548.3,161.01504,-20.77989,245.97561,0.00001,0.3597,49.27,49.72,49.76
BTC-25DEC26-86000-P,25DEC26,2026-12-25,86000.0,put,0.0,1.9,-499.67656,-22.03148,259.99884,0.00001,-0.55361,49.15,50.55,49.91
BTC-25DEC26-74000-C,25DEC26,2026-12-25,74000.0,call,34.1,34.7,238.99361,-22.27506,256.85119,0.00001,0.58168,50.9,51.47,51.08
BTC-25DEC26-72000-P,25DEC26,2026-12-25,72000.0,put,30.0,43.7,-335.18869,-22.05935,253.19609,0.00001,-0.39481,51.0,51.73,51.32
BTC-25DEC26-68000-P,25DEC26,2026-12-25,68000.0,put,0.0,23.0,-290.53377,-21.38615,243.01199,0.00001,-0.3477,51.5,52.26,51.84
BTC-25DEC26-65000-C,25DEC26,2026-12-25,65000.0,call,0.1,259.5,266.05729,-20.68673,232.89014,0.00001,0.68731,51.86,52.65,52.32
BTC-25DEC26-64000-C,25DEC26,2026-12-25,64000.0,call,0.0,9.6,268.39033,-20.41645,229.06475,0.00001,0.69884,52.01,52.81,52.5
BTC-25DEC26-56000-C,25DEC26,2026-12-25,56000.0,call,0.0,15.3,280.2448,-17.6456,191.49447,0.00001,0.78629,53.74,54.89,54.28
BTC-25DEC26-54000-C,25DEC26,2026-12-25,54000.0,call,0.0,0.0,281.02194,-16.81139,180.58706,0.00001,0.8063,54.18,55.4,54.83
BTC-25DEC26-50000-C,25DEC26,2026-12-25,50000.0,call,0.0,46.7,279.25594,-15.08616,157.95642,0.00001,0.84313,55.59,56.98,56.26
BTC-25DEC26-45000-P,25DEC26,2026-12-25,45000.0,put,11.5,1967.4,-91.66855,-12.78977,129.11932,0.00001,-0.11686,57.88,58.73,58.34
BTC-25DEC26-45000-C,25DEC26,2026-12-25,45000.0,call,0.0,46.0,271.42049,-12.78977,129.11932,0.00001,0.88314,57.67,59.36,58.34
BTC-25DEC26-240000-P,25DEC26,2026-12-25,240000.0,put,0.0,0.0,-1924.56332,-3.75694,37.47225,0.0,-0.97575,0.0,129.81,59.05
BTC-25DEC26-230000-P,25DEC26,2026-12-25,230000.0,put,0.0,0.0,-1842.66926,-4.00704,40.61154,0.0,-0.9733,0.0,126.26,58.12
BTC-25DEC26-200000-C,25DEC26,2026-12-25,200000.0,call,0.3,766.6,18.82563,-5.15062,54.75398,0.0,0.03834,54.76,56.09,55.41
BTC-25DEC26-190000-C,25DEC26,2026-12-25,190000.0,call,0.1,816.1,21.63788,-5.67056,61.33478,0.0,0.0441,53.88,55.07,54.46
BTC-25DEC26-115000-P,25DEC26,2026-12-25,115000.0,put,0.0,1.2,-827.19044,-16.23643,192.37053,0.00001,-0.7846,47.72,51.35,49.71
BTC-24APR26-96000-P,24APR26,2026-04-24,96000.0,put,0.0,2.1,-123.73304,-19.12354,36.29846,0.00001,-0.92724,43.43,59.68,52.16
BTC-24APR26-95000-C,24APR26,2026-04-24,95000.0,call,275.2,1799.3,7.0926,-20.44971,38.94531,0.00001,0.07981,51.19,52.12,51.99
BTC-24APR26-92000-P,24APR26,2026-04-24,92000.0,put,0.0,6.0,-115.72177,-24.05283,46.78519,0.00001,-0.89782,44.77,56.38,50.9
BTC-24APR26-86000-P,24APR26,2026-04-24,86000.0,put,0.0,452.6,-101.02139,-34.73796,68.3911,0.00002,-0.82194,46.68,53.0,50.29
BTC-24APR26-81000-C,24APR26,2026-04-24,81000.0,call,35.9,35.7,23.71859,-44.26707,87.37314,0.00003,0.27379,49.45,50.27,50.16
BTC-24APR26-80000-P,24APR26,2026-04-24,80000.0,put,0.0,99.9,-82.8681,-46.05802,90.80972,0.00003,-0.70312,47.98,51.14,50.22
BTC-24APR26-76000-C,24APR26,2026-04-24,76000.0,call,57.3,1179.0,34.04883,-51.82,101.40205,0.00003,0.40025,49.93,50.64,50.6
BTC-24APR26-69000-P,24APR26,2026-04-24,69000.0,put,8.5,147.5,-44.17529,-53.53465,101.12779,0.00003,-0.3962,52.14,52.85,52.41
BTC-24APR26-67000-P,24APR26,2026-04-24,67000.0,put,1004.6,1160.4,-37.66328,-51.70934,96.16698,0.00003,-0.34011,52.8,53.54,53.24
BTC-24APR26-66000-C,24APR26,2026-04-24,66000.0,call,0.0,430.9,54.90515,-50.50701,93.02849,0.00003,0.68653,53.05,54.96,53.76
BTC-24APR26-65000-C,24APR26,2026-04-24,65000.0,call,0.0,103.3,56.45468,-49.10647,89.52644,0.00002,0.71207,53.17,55.56,54.31
BTC-24APR26-59000-P,24APR26,2026-04-24,59000.0,put,53.3,340.4,-17.61118,-37.88265,64.3501,0.00002,-0.16192,57.95,58.51,58.29
BTC-24APR26-58000-P,24APR26,2026-04-24,58000.0,put,9.8,590.4,-15.8497,-35.87197,60.0661,0.00001,-0.14592,58.44,59.62,59.13
BTC-24APR26-56000-P,24APR26,2026-04-24,56000.0,put,13.3,485.1,-12.88787,-32.2422,52.12634,0.00001,-0.11881,60.49,61.18,61.24
BTC-24APR26-55000-C,24APR26,2026-04-24,55000.0,call,0.0,10.0,63.04353,-30.31084,48.24237,0.00001,0.8934,58.22,64.96,62.21
BTC-24APR26-54000-P,24APR26,2026-04-24,54000.0,put,27.3,78.0,-10.35428,-28.46014,44.55839,0.00001,-0.09559,62.36,63.97,63.24
BTC-24APR26-54000-C,24APR26,2026-04-24,54000.0,call,0.0,0.7,62.88655,-28.46064,44.55916,0.00001,0.9044,60.41,65.26,63.24
BTC-24APR26-45000-C,24APR26,2026-04-24,45000.0,call,0.0,140.1,57.19447,-15.47635,20.48634,0.0,0.96456,65.21,80.28,74.8
BTC-24APR26-40000-C,24APR26,2026-04-24,40000.0,call,0.0,0.7,52.0599,-10.6808,12.80204,0.0,0.97982,74.92,89.15,82.61
BTC-24APR26-120000-C,24APR26,2026-04-24,120000.0,call,233.2,1205.9,1.70124,-7.98761,12.24219,0.0,0.01914,64.36,64.94,64.6
BTC-24APR26-110000-C,24APR26,2026-04-24,110000.0,call,0.6,1532.0,2.57034,-10.25187,17.27497,0.0,0.02883,58.2,59.43,58.76
BTC-20MAR26-85000-P,20MAR26,2026-03-20,85000.0,put,0.0,0.0,-32.09686,-33.8954,17.42834,0.00002,-0.93749,35.19,65.64,56.42
BTC-20MAR26-75000-C,20MAR26,2026-03-20,75000.0,call,4.9,392.6,8.67864,-96.04443,51.2759,0.00005,0.32938,53.45,54.15,54.34
BTC-20MAR26-74000-C,20MAR26,2026-03-20,74000.0,call,154.6,404.7,9.85645,-100.79215,53.75359,0.00005,0.37552,53.63,54.29,54.4
BTC-20MAR26-73000-C,20MAR26,2026-03-20,73000.0,call,20.2,409.3,11.08227,-104.07823,55.4984,0.00005,0.42396,53.6,54.88,54.41
BTC-20MAR26-71000-C,20MAR26,2026-03-20,71000.0,call,3.9,347.2,13.59715,-107.94626,56.40809,0.00005,0.52602,54.69,55.95,55.52
BTC-20MAR26-68000-P,20MAR26,2026-03-20,68000.0,put,33.2,219.4,-10.04576,-101.96367,51.2605,0.00004,-0.32913,57.01,58.39,57.71
BTC-20MAR26-66000-P,20MAR26,2026-03-20,66000.0,put,100.6,150.6,-7.53795,-92.59539,44.84622,0.00004,-0.24811,59.51,60.3,59.9
BTC-20MAR26-65000-C,20MAR26,2026-03-20,65000.0,call,0.0,43.8,19.35876,-86.86742,41.22815,0.00003,0.78655,58.12,64.16,61.13
BTC-20MAR26-64000-C,20MAR26,2026-03-20,64000.0,call,9.0,20.0,19.89907,-80.82425,37.54266,0.00003,0.81719,60.08,66.65,62.46
BTC-20MAR26-63000-C,20MAR26,2026-03-20,63000.0,call,0.0,46.8,20.33859,-74.26238,33.82177,0.00003,0.8446,60.29,68.62,63.7
BTC-20MAR26-60000-P,20MAR26,2026-03-20,60000.0,put,44.4,563.6,-2.89716,-57.20943,24.13736,0.00002,-0.09602,67.12,70.07,68.76
BTC-13MAR26-85000-C,13MAR26,2026-03-13,85000.0,call,170.4,284.4,0.40129,-28.36199,6.63165,0.00001,0.02845,63.37,65.48,64.2
BTC-13MAR26-78000-P,13MAR26,2026-03-13,78000.0,put,0.0,0.0,-14.23695,-79.07356,21.35533,0.00004,-0.87167,48.03,61.66,55.58
BTC-13MAR26-74000-P,13MAR26,2026-03-13,74000.0,put,10.5,6.6,-10.83822,-132.20604,36.1903,0.00006,-0.68487,52.55,56.49,54.84
BTC-13MAR26-73000-C,13MAR26,2026-03-13,73000.0,call,133.2,590.1,5.24553,-141.62657,38.75123,0.00007,0.37898,54.21,56.04,54.86
BTC-13MAR26-71000-P,13MAR26,2026-03-13,71000.0,put,31.9,141.9,-7.50248,-151.89216,40.59296,0.00007,-0.48175,55.47,57.22,56.17
BTC-13MAR26-70000-P,13MAR26,2026-03-13,70000.0,put,83.5,215.2,-6.4094,-150.95309,39.6681,0.00007,-0.41312,55.89,58.58,57.12
BTC-13MAR26-69000-C,13MAR26,2026-03-13,69000.0,call,1.9,361.7,8.80078,-145.93284,37.66565,0.00006,0.65158,57.12,60.89,58.16
BTC-13MAR26-67000-P,13MAR26,2026-03-13,67000.0,put,230.8,315.7,-3.66397,-127.94972,31.52614,0.00005,-0.23808,60.31,61.44,60.92
BTC-13MAR26-60000-P,13MAR26,2026-03-13,60000.0,put,72.8,2046.2,-0.84619,-57.85516,11.37198,0.00001,-0.05525,75.22,76.49,76.37
BTC-9MAR26-79000-C,9MAR26,2026-03-09,79000.0,call,35.0,29.1,0.21924,-42.38507,5.10637,0.00002,0.03287,56.42,59.26,58.2
BTC-9MAR26-78000-C,9MAR26,2026-03-09,78000.0,call,15.0,15.0,0.31802,-55.69174,6.91273,0.00003,0.0477,55.72,57.75,56.48
BTC-9MAR26-77000-C,9MAR26,2026-03-09,77000.0,call,16.9,16.9,0.45731,-71.66642,9.20369,0.00003,0.06864,53.12,55.46,54.59
BTC-9MAR26-74500-C,9MAR26,2026-03-09,74500.0,call,5.2,5.2,1.17986,-133.12704,18.1163,0.00007,0.17773,50.57,52.14,51.52
BTC-9MAR26-71500-C,9MAR26,2026-03-09,71500.0,call,1.2,1.0,2.99651,-203.3495,27.59784,0.00011,0.45637,50.32,52.89,51.66
BTC-9MAR26-70500-P,9MAR26,2026-03-09,70500.0,put,9.8,9.8,-3.07668,-205.93343,27.38296,0.00011,-0.43398,51.11,53.7,52.73
BTC-9MAR26-69000-C,9MAR26,2026-03-09,69000.0,call,0.0,0.0,4.60587,-184.65799,23.6854,0.00009,0.71352,51.01,64.33,54.66
BTC-9MAR26-68500-C,9MAR26,2026-03-09,68500.0,call,0.0,0.0,4.84975,-173.50672,21.89656,0.00008,0.75461,0.0,79.71,55.56
BTC-9MAR26-68000-P,9MAR26,2026-03-09,68000.0,put,7.2,6.1,-1.46894,-160.97962,19.98252,0.00007,-0.20868,55.76,57.53,56.48
BTC-9MAR26-65000-P,9MAR26,2026-03-09,65000.0,put,5.0,5.0,-0.52336,-89.52749,9.81022,0.00003,-0.07459,62.91,65.08,63.98
BTC-8MAR26-81000-P,8MAR26,2026-03-08,81000.0,put,0.0,0.0,-5.49529,-29.02946,2.04855,0.00001,-0.98639,0.0,106.2,71.01
BTC-8MAR26-80000-P,8MAR26,2026-03-08,80000.0,put,0.0,0.0,-5.40407,-35.87521,2.64522,0.00001,-0.98167,0.0,110.24,67.96
