instrument_name,expiry_name,expiry_date,strike,type,volume,open_interest,rho,theta,vega,gamma,delta,bid_iv,ask_iv,mark_iv
BTC-8MAR26-79000-P,8MAR26,2026-03-08,79000.0,put,0.0,0.0,-5.3085,-42.51695,3.31775,0.00001,-0.97604,0.0,256.05,64.22
BTC-8MAR26-78000-C,8MAR26,2026-03-08,78000.0,call,66.2,104.5,0.14742,-41.49153,4.09437,0.00002,0.03083,58.34,61.77,59.87
BTC-8MAR26-77000-C,8MAR26,2026-03-08,77000.0,call,64.0,77.2,0.22354,-64.27372,5.75161,0.00003,0.04677,56.15,58.63,57.49
BTC-8MAR26-75500-C,8MAR26,2026-03-08,75500.0,call,43.0,43.0,0.42627,-102.59277,9.49616,0.00005,0.08927,53.23,55.45,54.14
BTC-8MAR26-74500-P,8MAR26,2026-03-08,74500.0,put,0.0,0.0,-4.45178,-136.04168,13.02317,0.00007,-0.86112,0.0,70.08,52.35
BTC-8MAR26-72000-P,8MAR26,2026-03-08,72000.0,put,19.2,19.1,-3.14758,-227.6008,22.38423,0.00013,-0.62089,48.22,52.98,50.95
BTC-8MAR26-72000-C,8MAR26,2026-03-08,72000.0,call,2.7,48.9,1.79513,-227.61112,22.38525,0.00013,0.37916,49.75,52.92,50.95
BTC-8MAR26-67500-C,8MAR26,2026-03-08,67500.0,call,50.2,75.2,3.93337,-151.45607,13.10392,0.00007,0.85985,46.11,72.89,57.92
BTC-8MAR26-67000-C,8MAR26,2026-03-08,67000.0,call,0.0,0.0,4.0312,-134.11765,11.33159,0.00006,0.88624,29.11,76.81,59.31
BTC-8MAR26-66000-P,8MAR26,2026-03-08,66000.0,put,4.1,5.4,-0.37308,-103.4091,8.30885,0.00004,-0.07478,60.92,63.49,62.37
BTC-8MAR26-64000-C,8MAR26,2026-03-08,64000.0,call,0.0,0.0,4.22699,-60.57757,4.36897,0.00002,0.96665,0.0,248.63,69.48
BTC-7MAR26-80000-P,7MAR26,2026-03-07,80000.0,put,0.0,0.0,-3.2703,-32.74695,1.24331,0.00001,-0.98974,0.0,121.85,79.31
BTC-7MAR26-79000-P,7MAR26,2026-03-07,79000.0,put,0.0,0.0,-3.21306,-45.90109,1.80792,0.00001,-0.98418,0.0,112.85,76.45
BTC-7MAR26-79000-C,7MAR26,2026-03-07,79000.0,call,60.5,53.7,0.04554,-19.37179,1.80792,0.00001,0.01582,73.29,77.48,76.45
BTC-7MAR26-76000-P,7MAR26,2026-03-07,76000.0,put,0.0,0.0,-2.98096,-106.82945,4.96108,0.00004,-0.94653,0.0,87.04,64.84
BTC-7MAR26-75500-C,7MAR26,2026-03-07,75500.0,call,19.1,19.1,0.19541,-84.81569,5.98191,0.00005,0.06792,60.82,65.58,63.24
BTC-7MAR26-75000-C,7MAR26,2026-03-07,75000.0,call,84.9,117.4,0.24728,-109.06598,7.15638,0.00006,0.08597,60.14,63.11,61.52
BTC-7MAR26-74500-P,7MAR26,2026-03-07,74500.0,put,0.0,23.6,-2.75599,-171.54075,8.58922,0.00007,-0.88974,0.0,69.35,60.14
BTC-7MAR26-73000-P,7MAR26,2026-03-07,73000.0,put,12.6,10.9,-2.34141,-268.63711,13.96886,0.00012,-0.76635,43.45,64.83,57.91
BTC-7MAR26-72000-P,7MAR26,2026-03-07,72000.0,put,89.0,93.4,-1.94269,-324.92754,17.05314,0.00014,-0.64045,53.77,60.02,57.37
BTC-7MAR26-70500-P,7MAR26,2026-03-07,70500.0,put,9.2,24.0,-1.25542,-343.7333,17.79821,0.00015,-0.41708,55.89,59.88,58.15
BTC-7MAR26-69500-C,7MAR26,2026-03-07,69500.0,call,0.0,33.0,2.01915,-306.86302,15.41699,0.00012,0.71749,54.92,66.41,59.93
BTC-7MAR26-68000-C,7MAR26,2026-03-07,68000.0,call,0.0,18.2,2.37733,-219.78049,10.29199,0.00008,0.8571,43.17,83.25,64.3
BTC-7MAR26-67500-C,7MAR26,2026-03-07,67500.0,call,0.3,17.7,2.45252,-188.10507,8.6284,0.00006,0.88904,54.75,85.41,65.64
BTC-7MAR26-65500-P,7MAR26,2026-03-07,65500.0,put,7.6,13.0,-0.13136,-62.41778,4.24273,0.00003,-0.04397,71.48,76.63,74.67
BTC-7MAR26-64000-P,7MAR26,2026-03-07,64000.0,put,7.5,28.7,-0.06347,-29.47298,2.32485,0.00001,-0.02126,76.86,83.19,80.75
BTC-7MAR26-63000-P,7MAR26,2026-03-07,63000.0,put,45.1,130.0,-0.03984,-18.43507,1.56134,0.00001,-0.01334,82.13,86.83,85.08
BTC-7MAR26-62000-P,7MAR26,2026-03-07,62000.0,put,59.6,97.1,-0.0287,-13.74554,1.17332,0.00001,-0.0096,91.7,96.83,91.32
BTC-6MAR26-75500-P,6MAR26,2026-03-06,75500.0,put,3.2,2.1,-1.03552,-26.11045,0.73398,0.00001,-0.98951,0.0,125.13,71.15
BTC-6MAR26-75500-C,6MAR26,2026-03-06,75500.0,call,47.6,48.6,0.01022,-6.65126,0.73391,0.00001,0.01048,0.0,78.94,71.15
BTC-6MAR26-74500-P,6MAR26,2026-03-06,74500.0,put,0.0,0.0,-1.01302,-38.69418,1.24376,0.00003,-0.98065,0.0,112.69,62.22
BTC-6MAR26-73500-P,6MAR26,2026-03-06,73500.0,put,9.9,8.4,-0.96982,-75.69476,2.70169,0.00007,-0.95054,0.0,96.57,56.04
BTC-6MAR26-71000-P,6MAR26,2026-03-06,71000.0,put,219.7,253.6,-0.49597,-273.00068,10.54097,0.00029,-0.49665,47.07,53.8,51.8
BTC-6MAR26-70500-C,6MAR26,2026-03-06,70500.0,call,4.6,4.5,0.62153,-259.59641,9.84851,0.00027,0.64384,46.87,57.7,52.72
BTC-6MAR26-68500-C,6MAR26,2026-03-06,68500.0,call,0.3,10.0,0.88195,-111.49754,3.43945,0.00008,0.93276,0.0,105.77,64.83
BTC-6MAR26-68000-C,6MAR26,2026-03-06,68000.0,call,68.0,365.3,0.89728,-85.98547,2.49806,0.00005,0.95515,0.0,107.09,68.84
BTC-6MAR26-65500-P,6MAR26,2026-03-06,65500.0,put,39.4,136.4,-0.01114,-9.81058,0.77662,0.00001,-0.01119,91.71,100.55,95.58
BTC-6MAR26-65000-P,6MAR26,2026-03-06,65000.0,put,155.1,839.8,-0.00799,-7.06038,0.58105,0.00001,-0.00803,0.0,108.77,99.27
BTC-6MAR26-58000-C,6MAR26,2026-03-06,58000.0,call,0.0,3.2,0.80326,-0.68708,0.00941,0.0,0.99991,0.0,333.28,146.05
BTC-6MAR26-50000-P,6MAR26,2026-03-06,50000.0,put,0.0,1765.4,0.0,-0.00001,0.0,0.0,0.0,0.0,343.97,168.51
BTC-29MAY26-98000-C,29MAY26,2026-05-29,98000.0,call,0.4,0.5,17.24976,-19.96411,67.44461,0.00001,0.11671,49.55,50.61,50.03
BTC-29MAY26-95000-P,29MAY26,2026-05-29,95000.0,put,0.0,0.2,-199.11085,-22.62923,77.09702,0.00001,-0.85847,46.2,53.57,49.61
BTC-29MAY26-90000-P,29MAY26,2026-05-29,90000.0,put,0.0,0.9,-179.77269,-27.67802,95.08946,0.00002,-0.80402,46.84,51.72,49.19
BTC-29MAY26-85000-C,29MAY26,2026-05-29,85000.0,call,2.8,2.8,38.73981,-32.92633,113.41242,0.00002,0.26868,48.42,49.05,49.07
BTC-29MAY26-83000-C,29MAY26,2026-05-29,83000.0,call,6.0,6.7,43.29048,-34.63566,119.86005,0.00002,0.30171,48.51,48.81,48.84
BTC-29MAY26-77000-P,29MAY26,2026-05-29,77000.0,put,4.5,4.9,-118.9374,-39.51667,134.63315,0.00002,-0.57668,48.97,49.77,49.61
BTC-29MAY26-76000-C,29MAY26,2026-05-29,76000.0,call,0.4,18.8,62.10575,-39.87799,135.86298,0.00002,0.44487,49.35,49.88,49.61
BTC-29MAY26-75000-P,29MAY26,2026-05-29,75000.0,put,8.0,10.4,-108.71677,-40.28017,136.71537,0.00002,-0.53265,49.56,50.34,49.8
BTC-29MAY26-75000-C,29MAY26,2026-05-29,75000.0,call,3.3,7.2,64.92479,-40.28017,136.71537,0.00002,0.46735,49.57,50.09,49.8
BTC-29MAY26-73000-C,29MAY26,2026-05-29,73000.0,call,0.8,3.3,70.51799,-40.69167,137.10311,0.00002,0.51292,49.8,50.32,50.16
BTC-29MAY26-72000-P,29MAY26,2026-05-29,72000.0,put,0.0,38.1,-93.43284,-40.73703,136.6175,0.00002,-0.46404,50.04,50.82,50.4
BTC-29MAY26-71000-P,29MAY26,2026-05-29,71000.0,put,0.4,132.5,-88.42721,-40.6452,135.67335,0.00002,-0.44102,50.4,50.92,50.63
BTC-29MAY26-68000-C,29MAY26,2026-05-29,68000.0,call,16.5,407.4,83.52336,-39.63929,130.14914,0.00002,0.62714,51.03,51.86,51.48
BTC-29MAY26-65000-C,29MAY26,2026-05-29,65000.0,call,0.0,4.0,90.04833,-37.5514,120.9601,0.00002,0.69202,51.73,53.2,52.47
BTC-27MAR26-95000-P,27MAR26,2026-03-27,95000.0,put,6.0,1505.9,-54.8002,-16.42772,11.6172,0.00001,-0.9704,0.0,74.46,60.82
BTC-27MAR26-88000-P,27MAR26,2026-03-27,88000.0,put,0.1,802.8,-49.3272,-27.61471,21.54965,0.00001,-0.9363,41.9,62.78,55.12
BTC-27MAR26-80000-C,27MAR26,2026-03-27,80000.0,call,1789.2,5856.4,7.72157,-59.08258,47.97909,0.00003,0.19757,51.75,53.24,52.96
BTC-27MAR26-76000-C,27MAR26,2026-03-27,76000.0,call,303.3,1376.4,12.5899,-76.71095,62.22346,0.00004,0.3261,52.25,52.82,53.03
BTC-27MAR26-75000-P,27MAR26,2026-03-27,75000.0,put,134.7,2735.1,-30.18453,-79.98336,64.83918,0.00004,-0.6359,51.53,53.73,53.06
BTC-27MAR26-69000-P,27MAR26,2026-03-27,69000.0,put,67.4,204.3,-17.76513,-84.90057,65.98175,0.00004,-0.38477,54.64,55.72,55.34
BTC-27MAR26-67000-P,27MAR26,2026-03-27,67000.0,put,78.6,634.5,-14.12317,-80.17396,60.71189,0.00004,-0.30773,56.46,57.04,56.8
BTC-27MAR26-64000-P,27MAR26,2026-03-27,64000.0,put,114.0,556.7,-9.60844,-68.91519,49.86459,0.00003,-0.21078,58.72,60.15,59.44
BTC-27MAR26-60000-C,27MAR26,2026-03-27,60000.0,call,0.0,276.4,29.86758,-51.78106,34.72308,0.00002,0.87908,62.36,67.41,64.14
BTC-27MAR26-59000-C,27MAR26,2026-03-27,59000.0,call,3.4,20.3,29.99465,-47.97725,31.43259,0.00002,0.89482,63.18,67.72,65.65
BTC-27MAR26-54000-C,27MAR26,2026-03-27,54000.0,call,0.0,0.0,29.47529,-31.34729,18.28617,0.00001,0.9483,67.49,80.93,73.73
BTC-27MAR26-45000-C,27MAR26,2026-03-27,45000.0,call,0.0,6.3,25.84476,-13.64809,6.43313,0.0,0.98528,71.87,106.81,91.25
BTC-27MAR26-300000-C,27MAR26,2026-03-27,300000.0,call,0.0,620.6,0.00019,-0.01133,0.00377,0.0,0.0,0.0,178.24,129.27
BTC-27MAR26-30000-P,27MAR26,2026-03-27,30000.0,put,68.1,1706.3,-0.06832,-2.45563,0.83658,0.0,-0.00149,122.23,130.59,126.25
BTC-27MAR26-280000-C,27MAR26,2026-03-27,280000.0,call,0.0,250.6,0.0005,-0.02922,0.00972,0.0,0.00001,0.0,170.72,129.26
BTC-27MAR26-240000-P,27MAR26,2026-03-27,240000.0,put,0.0,0.0,-141.4025,-0.20503,0.06822,0.0,-0.9999,0.0,470.87,129.26
BTC-27MAR26-220000-P,27MAR26,2026-03-27,220000.0,put,0.0,0.0,-129.61133,-0.55347,0.18417,0.0,-0.99971,0.0,439.97,129.26
BTC-27MAR26-220000-C,27MAR26,2026-03-27,220000.0,call,0.0,212.9,0.01119,-0.55347,0.18417,0.0,0.00029,0.0,143.97,129.26
BTC-27MAR26-180000-C,27MAR26,2026-03-27,180000.0,call,0.2,2249.9,0.04836,-2.00034,0.71297,0.0,0.00125,0.0,121.11,120.67
BTC-27MAR26-160000-C,27MAR26,2026-03-27,160000.0,call,0.8,1250.0,0.07557,-2.74323,1.06724,0.0,0.00195,107.39,113.94,110.56
BTC-27MAR26-155000-C,27MAR26,2026-03-27,155000.0,call,0.9,983.2,0.07808,-2.72206,1.09699,0.0,0.002,103.66,110.03,106.73
BTC-27MAR26-150000-P,27MAR26,2026-03-27,150000.0,put,0.0,24.4,-88.29812,-2.69958,1.13001,0.0,-0.99793,0.0,310.73,102.75
BTC-27MAR26-114000-P,27MAR26,2026-03-27,114000.0,put,0.0,0.6,-66.79313,-8.16883,4.41268,0.0,-0.99047,0.0,111.85,79.62
BTC-27MAR26-106000-P,27MAR26,2026-03-27,106000.0,put,0.0,5.0,-61.91607,-10.03094,6.02255,0.0,-0.98636,0.0,98.3,71.64
BTC-27MAR26-105000-P,27MAR26,2026-03-27,105000.0,put,4.1,458.3,-61.26592,-10.9485,6.60765,0.0,-0.98481,0.0,93.15,71.27
BTC-26JUN26-95000-P,26JUN26,2026-06-26,95000.0,put,0.0,1015.5,-257.8274,-22.83045,105.2033,0.00001,-0.81762,45.1,51.32,48.83
BTC-26JUN26-82000-P,26JUN26,2026-06-26,82000.0,put,0.3,0.7,-186.31824,-32.22675,148.49558,0.00002,-0.64188,46.86,50.48,48.83
BTC-26JUN26-70000-C,26JUN26,2026-06-26,70000.0,call,0.0,1403.0,102.94239,-34.58315,154.78639,0.00002,0.58772,49.84,50.54,50.27
BTC-26JUN26-68000-C,26JUN26,2026-06-26,68000.0,call,2.0,1051.7,108.41333,-33.95228,150.47132,0.00002,0.62745,50.35,51.07,50.77
BTC-26JUN26-66000-P,26JUN26,2026-06-26,66000.0,put,8.0,432.9,-90.05714,-33.02271,144.6709,0.00002,-0.33384,51.07,51.57,51.36
BTC-26JUN26-65000-P,26JUN26,2026-06-26,65000.0,put,15.5,1726.7,-84.69064,-32.42724,141.25686,0.00002,-0.31499,51.34,51.84,51.65
BTC-26JUN26-62000-C,26JUN26,2026-06-26,62000.0,call,0.0,4.6,121.46877,-30.29053,129.31026,0.00002,0.73871,51.87,53.54,52.71
BTC-26JUN26-60000-P,26JUN26,2026-06-26,60000.0,put,118.6,4166.8,-60.56453,-28.62444,120.26444,0.00001,-0.22837,53.28,53.88,53.56
BTC-26JUN26-55000-P,26JUN26,2026-06-26,55000.0,put,3.3,1034.4,-41.59121,-24.02039,96.06278,0.00001,-0.15826,55.79,56.54,56.26
BTC-26JUN26-55000-C,26JUN26,2026-06-26,55000.0,call,0.0,150.2,127.9377,-24.02039,96.06278,0.00001,0.84174,54.97,57.21,56.26
BTC-26JUN26-300000-C,26JUN26,2026-06-26,300000.0,call,0.5,356.0,0.38784,-0.92751,2.5152,0.0,0.00199,77.6,88.44,82.98
BTC-26JUN26-260000-C,26JUN26,2026-06-26,260000.0,call,0.0,187.2,0.59275,-1.28371,3.68309,0.0,0.00304,74.68,82.27,78.43
BTC-26JUN26-240000-P,26JUN26,2026-06-26,240000.0,put,0.0,0.1,-738.98624,-1.58447,4.68946,0.0,-0.99602,0.0,206.76,76.03
BTC-26JUN26-230000-P,26JUN26,2026-06-26,230000.0,put,0.0,6.4,-707.99353,-1.87033,5.59749,0.0,-0.99515,0.0,200.27,75.18
BTC-26JUN26-20000-P,26JUN26,2026-06-26,20000.0,put,404.6,2779.6,-1.38265,-2.64711,5.92353,0.0,-0.00517,98.06,102.91,100.55
BTC-26JUN26-180000-C,26JUN26,2026-06-26,180000.0,call,0.0,1165.8,2.11577,-3.3706,11.34326,0.0,0.01081,66.03,67.31,66.86
BTC-26JUN26-165000-C,26JUN26,2026-06-26,165000.0,call,0.0,169.6,2.85086,-4.1521,14.66343,0.0,0.01454,63.06,64.05,63.71
BTC-26JUN26-150000-P,26JUN26,2026-06-26,150000.0,put,0.0,1.2,-458.45057,-5.09124,19.12805,0.0,-0.98015,0.0,139.02,59.89
BTC-26JUN26-145000-C,26JUN26,2026-06-26,145000.0,call,0.0,624.0,4.46522,-5.59402,21.43809,0.0,0.02271,58.43,59.09,58.71
BTC-26JUN26-110000-C,26JUN26,2026-06-26,110000.0,call,1.8,1868.1,16.05989,-13.53348,60.31918,0.00001,0.08216,49.98,50.58,50.48
BTC-26JUN26-105000-C,26JUN26,2026-06-26,105000.0,call,1.9,1057.6,20.49558,-15.95896,72.43134,0.00001,0.10525,49.16,50.15,49.58
BTC-25SEP26-88000-P,25SEP26,2026-09-25,88000.0,put,0.0,0.0,-374.51367,-24.49331,202.72311,0.00001,-0.63676,48.03,50.17,49.18
BTC-25SEP26-86000-C,25SEP26,2026-09-25,86000.0,call,2.0,29.5,123.06352,-25.05805,206.89931,0.00001,0.38758,48.77,49.3,49.29
BTC-25SEP26-76000-C,25SEP26,2026-09-25,76000.0,call,0.2,63.8,158.91461,-26.42706,215.19361,0.00001,0.5218,49.7,50.38,49.98
BTC-25SEP26-74000-P,25SEP26,2026-09-25,74000.0,put,0.1,5.1,-246.68494,-26.41363,213.76549,0.00001,-0.44923,49.84,50.69,50.29
BTC-25SEP26-70000-C,25SEP26,2026-09-25,70000.0,call,50.1,583.6,179.18,-25.89072,207.42425,0.00001,0.60897,50.53,51.23,50.8
BTC-25SEP26-68000-P,25SEP26,2026-09-25,68000.0,put,0.2,8.5,-193.86293,-25.42618,202.48155,0.00001,-0.36196,50.7,51.42,51.11
BTC-25SEP26-62000-C,25SEP26,2026-09-25,62000.0,call,0.0,0.2,200.20094,-23.27329,181.04308,0.00001,0.72254,51.83,53.03,52.32
BTC-25SEP26-56000-P,25SEP26,2026-09-25,56000.0,put,6.3,38.3,-103.82315,-20.16848,151.89224,0.00001,-0.20144,53.83,54.54,54.04
BTC-25SEP26-56000-C,25SEP26,2026-09-25,56000.0,call,0.0,4.0,208.40456,-20.16848,151.89224,0.00001,0.79856,53.37,55.04,54.04
BTC-25SEP26-55000-P,25SEP26,2026-09-25,55000.0,put,20.6,1103.5,-97.86186,-19.64483,146.69637,0.00001,-0.19021,54.06,54.8,54.5
BTC-25SEP26-45000-P,25SEP26,2026-09-25,45000.0,put,2.3,760.1,-50.03307,-13.75868,93.90524,0.00001,-0.0987,59.38,60.14,59.63
BTC-25SEP26-45000-C,25SEP26,2026-09-25,45000.0,call,0.0,16.1,200.86419,-13.75868,93.90524,0.00001,0.9013,58.59,60.9,59.63
BTC-25SEP26-40000-C,25SEP26,2026-09-25,40000.0,call,0.0,25.5,188.27122,-11.14896,71.41605,0.0,0.9314,62.35,64.88,63.54
BTC-25SEP26-260000-P,25SEP26,2026-09-25,260000.0,put,0.0,0.0,-1445.97407,-2.50207,15.18149,0.0,-0.98937,0.0,164.1,67.08
BTC-25SEP26-200000-C,25SEP26,2026-09-25,200000.0,call,0.0,1106.3,6.90229,-3.83389,26.10249,0.0,0.01995,59.67,60.22,59.78
BTC-25SEP26-180000-P,25SEP26,2026-09-25,180000.0,put,0.0,7.3,-994.22753,-4.72572,33.70903,0.0,-0.97296,0.0,124.52,57.06
BTC-25SEP26-160000-C,25SEP26,2026-09-25,160000.0,call,0.2,424.7,13.86353,-6.23751,46.64135,0.0,0.04009,54.08,54.85,54.43
BTC-25SEP26-155000-C,25SEP26,2026-09-25,155000.0,call,1.9,239.3,15.42044,-6.71065,50.85474,0.0,0.04462,53.14,53.86,53.71
BTC-25SEP26-150000-P,25SEP26,2026-09-25,150000.0,put,0.0,0.7,-819.00465,-7.27788,55.85564,0.0,-0.94984,0.0,107.07,53.03
BTC-25SEP26-145000-P,25SEP26,2026-09-25,145000.0,put,0.0,0.2,-788.87882,-7.9226,61.58433,0.0,-0.94327,0.0,104.16,52.36
BTC-25SEP26-145000-C,25SEP26,2026-09-25,145000.0,call,0.0,475.4,19.56791,-7.9226,61.58433,0.0,0.05673,52.1,52.68,52.36
BTC-25SEP26-140000-C,25SEP26,2026-09-25,140000.0,call,0.0,1193.8,22.28258,-8.67279,68.25492,0.0,0.06471,51.22,52.28,51.72
BTC-25SEP26-125000-P,25SEP26,2026-09-25,125000.0,put,0.0,21.6,-662.45993,-11.73742,95.44705,0.00001,-0.89907,46.15,54.1,50.05
BTC-25SEP26-110000-C,25SEP26,2026-09-25,110000.0,call,3.1,206.6,56.92956,-16.50784,136.47167,0.00001,0.16955,48.74,49.28,49.23
BTC-25DEC26-98000-C,25DEC26,2026-12-25,98000.0,call,0.0,0.0,150.47273,-20.1523,239.10958,0.00001,0.33327,49.16,49.62,49.64
BTC-25DEC26-94000-P,25DEC26,2026-12-25,94000.0,put,0.0,0.5,-593.84044,-20.9752,248.06537,0.00001,-0.63114,48.59,50.52,49.8
BTC-25DEC26-94000-C,25DEC26,2026-12-25,94000.0,call,15.0,46.9,164.61223,-20.9752,248.06537,0.00001,0.36886,49.3,49.74,49.8
BTC-25DEC26-90000-P,25DEC26,2026-12-25,90000.0,put,0.0,596.7,-546.95945,-21.61446,255.14079,0.00001,-0.59343,48.91,50.49,49.9
BTC-25DEC26-82000-P,25DEC26,2026-12-25,82000.0,put,0.0,0.6,-452.04403,-22.35506,262.28248,0.00001,-0.51029,49.67,50.79,50.2
BTC-25DEC26-82000-C,25DEC26,2026-12-25,82000.0,call,0.0,26.0,209.58489,-22.35506,262.28248,0.00001,0.48971,49.94,50.5,50.2
BTC-25DEC26-80000-P,25DEC26,2026-12-25,80000.0,put,1.2,757.0,-428.30572,-22.46628,262.24456,0.00001,-0.48758,49.78,50.9,50.46
BTC-25DEC26-70000-P,25DEC26,2026-12-25,70000.0,put,4.6,773.3,-312.66436,-21.76846,248.581,0.00001,-0.37122,51.27,52.01,51.58
BTC-25DEC26-70000-C,25DEC26,2026-12-25,70000.0,call,0.0,597.6,252.14082,-21.76846,248.581,0.00001,0.62878,51.3,51.89,51.58
BTC-25DEC26-62000-P,25DEC26,2026-12-25,62000.0,put,0.0,3.7,-227.70096,-19.81906,220.77419,0.00001,-0.27841,52.53,53.2,52.88
BTC-25DEC26-35000-P,25DEC26,2026-12-25,35000.0,put,4.1,2048.3,-46.37186,-8.557,77.79797,0.0,-0.05947,64.28,65.23,64.79
BTC-25DEC26-30000-P,25DEC26,2026-12-25,30000.0,put,0.0,874.9,-30.69528,-6.51911,56.03139,0.0,-0.03944,67.85,69.16,68.53
BTC-25DEC26-30000-C,25DEC26,2026-12-25,30000.0,call,0.0,31.5,211.36468,-6.51903,56.03062,0.0,0.96056,67.51,70.1,68.53
BTC-25DEC26-180000-P,25DEC26,2026-12-25,180000.0,put,0.0,0.0,-1426.76916,-6.40869,70.27615,0.0,-0.94772,0.0,106.26,53.71
BTC-25DEC26-180000-C,25DEC26,2026-12-25,180000.0,call,0.0,824.7,25.58797,-6.4089,70.27841,0.0,0.05228,53.22,54.26,53.71
BTC-25DEC26-150000-P,25DEC26,2026-12-25,150000.0,put,0.0,2.1,-1165.8569,-9.40782,108.28176,0.0,-0.90831,0.0,93.58,51.17
BTC-25DEC26-140000-P,25DEC26,2026-12-25,140000.0,put,0.0,0.2,-1074.35331,-10.9307,127.45157,0.00001,-0.88526,46.89,89.6,50.52
BTC-25DEC26-130000-P,25DEC26,2026-12-25,130000.0,put,0.0,47.3,-979.33452,-12.7608,150.42898,0.00001,-0.85423,47.41,52.75,49.97
BTC-25DEC26-125000-C,25DEC26,2026-12-25,125000.0,call,0.0,190.9,78.87452,-13.90353,164.07896,0.00001,0.16629,49.34,50.01,49.91
BTC-25DEC26-115000-C,25DEC26,2026-12-25,115000.0,call,51.1,2483.5,100.70377,-16.23643,192.37053,0.00001,0.2154,49.17,49.74,49.71
BTC-25DEC26-110000-C,25DEC26,2026-12-25,110000.0,call,0.0,2528.6,113.48497,-17.39725,206.63485,0.00001,0.24475,49.0,49.54,49.59
BTC-25DEC26-105000-C,25DEC26,2026-12-25,105000.0,call,2.0,483.4,127.84558,-18.57453,220.78854,0.00001,0.27845,49.04,49.54,49.55
BTC-24APR26-98000-P,24APR26,2026-04-24,98000.0,put,0.0,0.0,-127.25305,-17.6365,32.74737,0.00001,-0.93632,41.38,61.71,53.32
BTC-24APR26-95000-P,24APR26,2026-04-24,95000.0,put,0.2,4.5,-121.75747,-20.44971,38.94531,0.00001,-0.92019,43.84,58.95,51.99
BTC-24APR26-94000-P,24APR26,2026-04-24,94000.0,put,0.0,2.6,-119.8591,-21.41098,41.1754,0.00001,-0.91405,44.0,58.16,51.49
BTC-24APR26-82000-P,24APR26,2026-04-24,82000.0,put,1.0,124.4,-89.34478,-42.33764,83.69357,0.00002,-0.74829,47.79,51.22,50.09
BTC-24APR26-82000-C,24APR26,2026-04-24,82000.0,call,39.8,735.5,21.87318,-42.33764,83.69357,0.00002,0.25171,49.33,50.18,50.09
BTC-24APR26-81000-P,24APR26,2026-04-24,81000.0,put,0.0,0.0,-86.14371,-44.26635,87.37173,0.00003,-0.72622,48.0,51.28,50.16
BTC-24APR26-78000-C,24APR26,2026-04-24,78000.0,call,56.0,1368.7,29.73009,-49.33163,96.8691,0.00003,0.34675,49.59,50.33,50.42
BTC-24APR26-75000-P,24APR26,2026-04-24,75000.0,put,7.8,228.6,-65.46434,-52.62639,102.97945,0.00003,-0.57206,50.04,51.08,50.6
BTC-24APR26-75000-C,24APR26,2026-04-24,75000.0,call,65.8,2871.0,36.25943,-52.62657,102.97947,0.00003,0.42794,50.07,51.11,50.6
BTC-24APR26-72000-C,24APR26,2026-04-24,72000.0,call,152.1,1998.2,43.0255,-54.27152,104.6095,0.00003,0.51583,50.93,51.61,51.37
BTC-24APR26-69000-C,24APR26,2026-04-24,69000.0,call,2.7,314.5,49.41055,-53.53465,101.12779,0.00003,0.6038,52.03,53.08,52.41
BTC-24APR26-60000-P,24APR26,2026-04-24,60000.0,put,1113.2,2667.9,-19.54072,-39.91009,68.71212,0.00002,-0.17939,57.19,57.71,57.51
BTC-24APR26-57000-P,24APR26,2026-04-24,57000.0,put,40.4,257.2,-14.22932,-33.83964,55.8559,0.00001,-0.13116,59.25,60.53,59.98
BTC-24APR26-50000-C,24APR26,2026-04-24,50000.0,call,0.0,0.0,61.2009,-21.70526,31.73332,0.00001,0.93884,63.94,71.77,67.72
BTC-24APR26-105000-C,24APR26,2026-04-24,105000.0,call,53.3,1443.4,3.4536,-12.53041,22.03059,0.00001,0.03874,55.99,56.63,56.31
BTC-20MAR26-85000-C,20MAR26,2026-03-20,85000.0,call,47.9,425.8,1.6832,-33.8954,17.42834,0.00002,0.06251,55.92,57.14,56.42
BTC-20MAR26-80000-C,20MAR26,2026-03-20,80000.0,call,26.2,1153.1,4.0138,-62.00602,33.0582,0.00003,0.15014,53.23,55.38,54.42
BTC-20MAR26-78000-P,20MAR26,2026-03-20,78000.0,put,0.0,0.0,-25.39491,-76.58511,40.90994,0.00004,-0.78936,48.58,56.6,54.31
BTC-20MAR26-76000-P,20MAR26,2026-03-20,76000.0,put,0.0,0.1,-22.64454,-90.00415,48.17252,0.00004,-0.71417,50.49,56.42,54.2
BTC-20MAR26-73000-P,20MAR26,2026-03-20,73000.0,put,27.6,37.3,-17.92939,-104.07667,55.49757,0.00005,-0.57606,53.54,54.82,54.41
BTC-20MAR26-72000-P,20MAR26,2026-03-20,72000.0,put,12.2,38.9,-16.26666,-106.65859,56.41559,0.00005,-0.52519,54.0,55.89,54.85
BTC-20MAR26-70000-C,20MAR26,2026-03-20,70000.0,call,146.3,203.0,14.80305,-107.3781,55.49041,0.00005,0.57633,55.14,57.06,56.14
BTC-20MAR26-69000-P,20MAR26,2026-03-20,69000.0,put,25.9,107.1,-11.48715,-105.44477,53.73815,0.00005,-0.37518,56.28,56.95,56.93
BTC-20MAR26-67000-C,20MAR26,2026-03-20,67000.0,call,0.0,77.9,17.89812,-97.67935,48.24124,0.00004,0.71331,57.0,60.68,58.74
